Performer,Context,Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy,Inference Time(s)
trace,ProcessNetflow,DAE,0.9829,0.5618,0.5818,0.8889,0.7033,0.9799,0.01
trace,ProcessNetflow,VAE,0.8571,0.1579,0.1525,0.25,0.1895,0.9428,0.011
trace,ProcessNetflow,Beta-VAE,0.828,0.1606,0.2222,0.2778,0.2469,0.9546,0.007
trace,ProcessNetflow,GMVAE,0.9042,0.2157,0.2096,0.9722,0.3448,0.9011,0.011
trace,ProcessNetflow,Attention AE,0.9042,0.2157,0.2096,0.9722,0.3448,0.9011,0.02
trace,ProcessNetflow,LSTMAE,0.9827,0.5621,0.5926,0.8889,0.7111,0.9807,0.016
trace,ProcessNetflow,Robust,0.9696,0.425,0.4375,0.9722,0.6034,0.9658,0.009
trace,ProcessNetflow,Contractive,0.9038,0.2155,0.2096,0.9722,0.3448,0.9011,0.01
trace,ProcessParent,Baseline,0.944,0.2472,0.2184,0.8444,0.347,0.9973,0.1182
trace,ProcessParent,Sparse,0.8892,0.1397,0.2183,0.6889,0.3316,0.9976,0.112
trace,ProcessParent,Deep SVDD,0.5111,0.0231,1.0,0.0222,0.0435,0.9992,0.0511
trace,ProcessParent,DAE,0.9356,0.1244,0.1358,0.8,0.2323,0.9955,0.1087
trace,ProcessParent,VAE,0.8463,0.0054,0.0088,0.6222,0.0173,0.9396,0.1121
trace,ProcessParent,Beta-VAE,0.8503,0.0067,0.0294,0.0222,0.0253,0.9985,0.1186
trace,ProcessParent,GMVAE,0.8298,0.0095,0.0769,0.0667,0.0714,0.9985,0.1135
trace,ProcessParent,Attention AE,0.8643,0.0562,0.1667,0.3333,0.2222,0.998,0.6112
trace,ProcessParent,LSTMAE,0.9672,0.1711,0.6,0.1333,0.2182,0.9992,0.7917
