Performer,Context,Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy,Inference Time(s)
trace,ProcessAll_llama3_manual,GMVAE,0.6645,0.0011,0.0019,0.913,0.0037,0.6005,0.1501
trace,ProcessAll_llama3_manual,Attention AE,0.6643,0.0012,0.002,0.913,0.004,0.6265,0.746
trace,ProcessAll_llama3_manual,LSTMAE,0.9965,0.1219,0.172,0.587,0.266,0.9974,1.1357
trace,ProcessAll_llama3_manual,Robust,0.998,0.198,0.2424,0.8696,0.3791,0.9977,0.1391
trace,ProcessAll_llama3_manual,Contractive,0.6689,0.0012,0.0019,0.913,0.0038,0.6083,0.1384
trace,ProcessEvent_llama3_manual,Baseline,0.8856,0.0461,0.067,0.6522,0.1215,0.9923,0.1383
trace,ProcessEvent_llama3_manual,Sparse,0.4803,0.0011,0.0037,0.0652,0.0071,0.9851,0.141
trace,ProcessEvent_llama3_manual,Deep SVDD,0.5108,0.0062,0.25,0.0217,0.04,0.9991,0.0628
trace,ProcessEvent_llama3_manual,DAE,0.6995,0.003,0.022,0.087,0.0351,0.9961,0.1389
trace,ProcessEvent_llama3_manual,VAE,0.446,0.0009,0.0019,0.1522,0.0038,0.9346,0.1443
trace,ProcessEvent_llama3_manual,Beta-VAE,0.4722,0.001,0.0038,0.0217,0.0065,0.9946,0.1417
trace,ProcessEvent_llama3_manual,GMVAE,0.4932,0.0066,0.033,0.0652,0.0438,0.9977,0.1468
trace,ProcessEvent_llama3_manual,Attention AE,0.474,0.0065,0.033,0.0652,0.0438,0.9977,0.7377
