Performer,Context,Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy,Inference Time(s)
trace,ProcessEvent,Baseline,0.888,0.1595,0.3226,0.2174,0.2597,0.999,0.0604
trace,ProcessEvent,Sparse,0.6941,0.0016,0.0022,0.2391,0.0043,0.909,0.0616
trace,ProcessEvent,Deep SVDD,0.5217,0.0261,0.6667,0.0435,0.0816,0.9992,0.0334
trace,ProcessEvent,DAE,0.8483,0.009,0.0212,0.2826,0.0395,0.9888,0.0512
trace,ProcessEvent,VAE,0.6832,0.0014,0.0021,0.2391,0.0041,0.9059,0.069
trace,ProcessEvent,Beta-VAE,0.7006,0.0016,0.0019,0.2391,0.0038,0.8991,0.0595
trace,ProcessEvent,GMVAE,0.7007,0.0016,0.0022,0.2391,0.0043,0.9093,0.0606
trace,ProcessEvent,Attention AE,0.6983,0.0016,0.0022,0.2391,0.0043,0.909,0.0901
trace,ProcessEvent,LSTMAE,0.8914,0.1957,0.3864,0.3696,0.3778,0.999,0.0673
trace,ProcessEvent,Robust,0.8957,0.1406,0.1447,0.7174,0.2409,0.9963,0.0664
trace,ProcessEvent,Contractive,0.7037,0.0016,0.0022,0.2391,0.0043,0.9094,0.0589
trace,ProcessExec,Baseline,0.9074,0.7793,0.973,0.8,0.878,0.9998,0.0521
trace,ProcessExec,Sparse,0.9595,0.0504,0.0714,0.6667,0.129,0.9925,0.0522
trace,ProcessExec,Deep SVDD,0.9,0.7543,0.973,0.8,0.878,0.9998,0.0278
trace,ProcessExec,DAE,0.9551,0.1295,0.1852,0.6667,0.2899,0.9973,0.059
trace,ProcessExec,VAE,0.9533,0.0397,0.0674,0.6444,0.1221,0.9923,0.063
trace,ProcessExec,Beta-VAE,0.9535,0.0423,0.0646,0.6444,0.1174,0.992,0.0613
trace,ProcessExec,GMVAE,0.96,0.1031,0.1562,0.6667,0.2532,0.9967,0.0587
trace,ProcessExec,Attention AE,0.9551,0.1029,0.1538,0.6667,0.25,0.9967,0.0859
trace,ProcessExec,LSTMAE,0.9452,0.8104,0.9,0.8,0.8471,0.9998,0.0706
trace,ProcessExec,Robust,0.9522,0.8214,0.9231,0.8,0.8571,0.9998,0.0581
trace,ProcessExec,Contractive,0.9533,0.1046,0.1587,0.6667,0.2564,0.9968,0.0562
trace,ProcessNetflow,Baseline,0.9866,0.6305,0.6739,0.8611,0.7561,0.9851,0.0086
trace,ProcessNetflow,Sparse,0.7637,0.1315,0.0916,0.9722,0.1675,0.7413,0.0068
trace,ProcessNetflow,Deep SVDD,0.9906,0.7494,0.7949,0.8611,0.8267,0.9903,0.0096
trace,ProcessNetflow,DAE,0.9824,0.6513,0.6977,0.8333,0.7595,0.9859,0.0094
trace,ProcessNetflow,VAE,0.7948,0.1118,0.0902,0.9722,0.1651,0.7368,0.0073
trace,ProcessNetflow,Beta-VAE,0.7944,0.1119,0.0909,0.9722,0.1663,0.739,0.0109
trace,ProcessNetflow,GMVAE,0.8974,0.1728,0.2117,0.8056,0.3353,0.9145,0.0061
trace,ProcessNetflow,Attention AE,0.9869,0.6413,0.6889,0.8611,0.7654,0.9859,0.0077
trace,ProcessNetflow,LSTMAE,0.9864,0.6306,0.6739,0.8611,0.7561,0.9851,0.0096
trace,ProcessNetflow,Robust,0.9908,0.7038,0.7619,0.8889,0.8205,0.9896,0.0053
trace,ProcessNetflow,Contractive,0.7637,0.1315,0.0911,0.9722,0.1667,0.7398,0.0072
trace,ProcessParent,Baseline,0.9389,0.2935,0.383,0.8,0.518,0.9987,0.0528
trace,ProcessParent,Sparse,0.8969,0.0806,0.8,0.0889,0.16,0.9992,0.0504
trace,ProcessParent,Deep SVDD,0.5111,0.0231,1.0,0.0222,0.0435,0.9992,0.029
trace,ProcessParent,DAE,0.9395,0.1686,0.2756,0.7778,0.407,0.9981,0.0588
trace,ProcessParent,VAE,0.8785,0.0068,0.0235,0.0889,0.0372,0.9961,0.0559
trace,ProcessParent,Beta-VAE,0.8693,0.0066,0.0315,0.0889,0.0465,0.9969,0.0566
